context,checkpoint_file,run_id,task_id,chunk_index,documento,agent_id,model,ok,failure_reason,truncated,final_estados,would_have_been_accepted_without_cut
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-75f1d71a33a2,11,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-ca74e829b21c,12,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-6bf2d42382b3,13,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-87f710d05cf3,14,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-ebb63a04a2a0,15,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-443726902be0,16,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-456a8c1ae869,17,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-c8a68cfc61a7,18,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-5007a6743ceb,19,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-d214c5e3983f,20,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-3f695e540e4c,21,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-b7076d281c8b,22,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-9adce79fb72f,23,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-fc9c7f1a9180,24,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-f10bd15f747a,25,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-20f719619611,26,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-1112c4d2671c,27,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-2809ed73a88a,28,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-206f877bdaad,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-e9ee7bb9552b,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-31f89d6d5ad3,2,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-6aaa445972d7,3,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-52752f6d5a2e,4,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-3822eda6cf70,5,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-f61ea2287146,6,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-b0e46ac1e6a8,7,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-5293f1623866,8,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-74cedb552c56,9,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-db8e80b148e9,10,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-75f1d71a33a2,11,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-ca74e829b21c,12,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-6bf2d42382b3,13,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-87f710d05cf3,14,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-ebb63a04a2a0,15,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-443726902be0,16,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-456a8c1ae869,17,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-c8a68cfc61a7,18,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-5007a6743ceb,19,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-d214c5e3983f,20,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-3f695e540e4c,21,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-b7076d281c8b,22,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-9adce79fb72f,23,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-fc9c7f1a9180,24,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-f10bd15f747a,25,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-20f719619611,26,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-1112c4d2671c,27,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-2809ed73a88a,28,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
r1_5_h2h4_chunked-596f70cc4520,r1_5_h2h4_chunked-596f70cc4520/checkpoint.json,chunked-596f70cc4520,task-3d9d395fa99e,0,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=cumple_parcialmente,N/A_no_truncado
r1_smoke_chunked-2ef3d38d2538,r1_smoke_chunked-2ef3d38d2538/checkpoint.json,chunked-2ef3d38d2538,task-70b3354a5168,0,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
